businessunit	facility	latitude	longitude	timezone	_machinecount	_atmcount	_servercount	_workstationcount	_ip_min	_ip_max	_ip_min_atms	_ip_max_atms	_ip_min_servers	_ip_max_servers	_ip_min_workstations	_ip_max_workstations
region-9	branch4	36.410824	-118.21452	-7	98	10	39	49	172.27.215.2	172.27.217.11	172.27.217.2	172.27.217.11	172.27.215.2	172.27.215.40	172.27.216.2	172.27.216.50
region-9	branch5	33.862858	-112.55709	-7	99	9	39	51	172.27.218.2	172.27.220.10	172.27.220.2	172.27.220.10	172.27.218.2	172.27.218.40	172.27.219.2	172.27.219.52
region-9	branch6	28.894617	-118.45891	-7	99	10	41	48	172.27.221.2	172.27.223.11	172.27.223.2	172.27.223.11	172.27.221.2	172.27.221.42	172.27.222.2	172.27.222.49
region-9	branch7	28.456484	-116.327446	-7	96	9	39	48	172.27.224.2	172.27.226.10	172.27.226.2	172.27.226.10	172.27.224.2	172.27.224.40	172.27.225.2	172.27.225.49
region-9	branch8	29.77061	-110.63693	-7	98	10	40	48	172.27.227.2	172.27.229.11	172.27.229.2	172.27.229.11	172.27.227.2	172.27.227.41	172.27.228.2	172.27.228.49
region-9	branch9	24.568111	-110.20487	-7	99	10	41	48	172.27.230.2	172.27.232.11	172.27.232.2	172.27.232.11	172.27.230.2	172.27.230.42	172.27.231.2	172.27.231.49
region-9	branch10	26.068306	-114.30868	-7	100	9	40	51	172.27.233.2	172.27.235.10	172.27.235.2	172.27.235.10	172.27.233.2	172.27.233.41	172.27.234.2	172.27.234.52
region-9	branch11	32.987244	-113.81343	-7	97	9	40	48	172.27.236.2	172.27.238.10	172.27.238.2	172.27.238.10	172.27.236.2	172.27.236.41	172.27.237.2	172.27.237.49
region-9	branch12	22.924065	-115.72287	-7	98	9	38	51	172.27.239.2	172.27.241.10	172.27.241.2	172.27.241.10	172.27.239.2	172.27.239.39	172.27.240.2	172.27.240.52
region-9	branch13	31.311497	-117.21831	-7	101	10	40	51	172.27.242.2	172.27.244.11	172.27.244.2	172.27.244.11	172.27.242.2	172.27.242.41	172.27.243.2	172.27.243.52
region-9	branch14	25.357723	-115.38018	-7	96	9	39	48	172.27.245.2	172.27.247.10	172.27.247.2	172.27.247.10	172.27.245.2	172.27.245.40	172.27.246.2	172.27.246.49
region-9	branch15	33.096386	-105.98857	-7	96	10	38	48	172.27.248.2	172.27.250.11	172.27.250.2	172.27.250.11	172.27.248.2	172.27.248.39	172.27.249.2	172.27.249.49
region-9	branch16	27.745201	-118.70081	-7	98	10	38	50	172.27.251.2	172.27.253.11	172.27.253.2	172.27.253.11	172.27.251.2	172.27.251.39	172.27.252.2	172.27.252.51
region-9	branch17	32.16442	-113.66296	-7	101	9	41	51	172.27.254.2	172.28.2.10	172.28.2.2	172.28.2.10	172.27.254.2	172.27.254.42	172.28.1.2	172.28.1.52
region-9	branch18	28.782913	-105.41781	-7	100	9	40	51	172.28.3.2	172.28.5.10	172.28.5.2	172.28.5.10	172.28.3.2	172.28.3.41	172.28.4.2	172.28.4.52
region-9	branch19	26.397614	-107.54601	-7	96	9	39	48	172.28.6.2	172.28.8.10	172.28.8.2	172.28.8.10	172.28.6.2	172.28.6.40	172.28.7.2	172.28.7.49
region-9	branch20	26.979609	-108.56977	-7	98	10	39	49	172.28.9.2	172.28.11.11	172.28.11.2	172.28.11.11	172.28.9.2	172.28.9.40	172.28.10.2	172.28.10.50
region-9	branch21	23.390364	-114.54499	-7	96	10	38	48	172.28.12.2	172.28.14.11	172.28.14.2	172.28.14.11	172.28.12.2	172.28.12.39	172.28.13.2	172.28.13.49
region-9	branch22	24.495564	-110.78105	-7	100	10	41	49	172.28.15.2	172.28.17.11	172.28.17.2	172.28.17.11	172.28.15.2	172.28.15.42	172.28.16.2	172.28.16.50
region-9	branch23	23.355717	-117.103874	-7	97	9	39	49	172.28.18.2	172.28.20.10	172.28.20.2	172.28.20.10	172.28.18.2	172.28.18.40	172.28.19.2	172.28.19.50
region-9	branch24	25.16301	-105.89437	-7	98	9	39	50	172.28.21.2	172.28.23.10	172.28.23.2	172.28.23.10	172.28.21.2	172.28.21.40	172.28.22.2	172.28.22.51
region-9	branch25	36.25668	-115.198845	-7	96	9	38	49	172.28.24.2	172.28.26.10	172.28.26.2	172.28.26.10	172.28.24.2	172.28.24.39	172.28.25.2	172.28.25.50
region-9	branch26	33.46865	-109.96036	-7	99	10	38	51	172.28.27.2	172.28.29.11	172.28.29.2	172.28.29.11	172.28.27.2	172.28.27.39	172.28.28.2	172.28.28.52
region-9	branch27	34.887135	-110.830284	-7	98	10	39	49	172.28.30.2	172.28.32.11	172.28.32.2	172.28.32.11	172.28.30.2	172.28.30.40	172.28.31.2	172.28.31.50
region-9	branch28	24.58609	-111.09038	-7	99	10	39	50	172.28.33.2	172.28.35.11	172.28.35.2	172.28.35.11	172.28.33.2	172.28.33.40	172.28.34.2	172.28.34.51
region-9	branch29	23.773865	-118.47975	-7	100	10	39	51	172.28.36.2	172.28.38.11	172.28.38.2	172.28.38.11	172.28.36.2	172.28.36.40	172.28.37.2	172.28.37.52
region-9	branch30	22.212154	-110.74355	-7	99	9	40	50	172.28.39.2	172.28.41.10	172.28.41.2	172.28.41.10	172.28.39.2	172.28.39.41	172.28.40.2	172.28.40.51
region-9	branch31	36.98069	-112.59586	-7	99	9	41	49	172.28.42.2	172.28.44.10	172.28.44.2	172.28.44.10	172.28.42.2	172.28.42.42	172.28.43.2	172.28.43.50
region-9	branch32	24.754606	-109.645805	-7	97	10	38	49	172.28.45.2	172.28.47.11	172.28.47.2	172.28.47.11	172.28.45.2	172.28.45.39	172.28.46.2	172.28.46.50
region-9	branch33	30.4299	-113.331314	-7	99	9	40	50	172.28.48.2	172.28.50.10	172.28.50.2	172.28.50.10	172.28.48.2	172.28.48.41	172.28.49.2	172.28.49.51
region-9	branch34	32.085136	-109.728065	-7	99	10	41	48	172.28.51.2	172.28.53.11	172.28.53.2	172.28.53.11	172.28.51.2	172.28.51.42	172.28.52.2	172.28.52.49
region-9	branch36	35.258522	-113.22308	-7	99	9	40	50	172.28.57.2	172.28.59.10	172.28.59.2	172.28.59.10	172.28.57.2	172.28.57.41	172.28.58.2	172.28.58.51
region-9	branch37	23.2078	-108.79858	-7	100	10	41	49	172.28.60.2	172.28.62.11	172.28.62.2	172.28.62.11	172.28.60.2	172.28.60.42	172.28.61.2	172.28.61.50
region-9	branch40	27.664022	-114.08744	-7	99	9	41	49	172.28.69.2	172.28.71.10	172.28.71.2	172.28.71.10	172.28.69.2	172.28.69.42	172.28.70.2	172.28.70.50
region-9	branch41	22.49949	-114.05682	-7	96	9	39	48	172.28.72.2	172.28.74.10	172.28.74.2	172.28.74.10	172.28.72.2	172.28.72.40	172.28.73.2	172.28.73.49
region-9	branch42	35.08107	-110.29531	-7	97	9	39	49	172.28.75.2	172.28.77.10	172.28.77.2	172.28.77.10	172.28.75.2	172.28.75.40	172.28.76.2	172.28.76.50
region-9	branch43	23.459555	-114.374725	-7	99	10	38	51	172.28.78.2	172.28.80.11	172.28.80.2	172.28.80.11	172.28.78.2	172.28.78.39	172.28.79.2	172.28.79.52
region-9	branch44	27.234274	-106.80697	-7	98	10	40	48	172.28.81.2	172.28.83.11	172.28.83.2	172.28.83.11	172.28.81.2	172.28.81.41	172.28.82.2	172.28.82.49
region-9	branch45	23.70284	-105.526405	-7	100	9	41	50	172.28.84.2	172.28.86.10	172.28.86.2	172.28.86.10	172.28.84.2	172.28.84.42	172.28.85.2	172.28.85.51
region-9	branch46	33.951912	-118.978676	-7	100	10	40	50	172.28.87.2	172.28.89.11	172.28.89.2	172.28.89.11	172.28.87.2	172.28.87.41	172.28.88.2	172.28.88.51
region-9	branch47	27.765799	-114.8359	-7	101	10	41	50	172.28.90.2	172.28.92.11	172.28.92.2	172.28.92.11	172.28.90.2	172.28.90.42	172.28.91.2	172.28.91.51
region-9	branch48	23.701532	-117.66955	-7	99	9	39	51	172.28.93.2	172.28.95.10	172.28.95.2	172.28.95.10	172.28.93.2	172.28.93.40	172.28.94.2	172.28.94.52
region-9	branch49	35.012325	-116.644005	-7	99	10	39	50	172.28.96.2	172.28.98.11	172.28.98.2	172.28.98.11	172.28.96.2	172.28.96.40	172.28.97.2	172.28.97.51
region-9	branch50	22.021158	-109.63486	-7	95	9	38	48	172.28.99.2	172.28.101.10	172.28.101.2	172.28.101.10	172.28.99.2	172.28.99.39	172.28.100.2	172.28.100.49
region-9	branch51	33.728325	-109.847084	-7	100	10	39	51	172.28.102.2	172.28.104.11	172.28.104.2	172.28.104.11	172.28.102.2	172.28.102.40	172.28.103.2	172.28.103.52
region-9	branch52	28.916355	-108.76203	-7	98	9	41	48	172.28.105.2	172.28.107.10	172.28.107.2	172.28.107.10	172.28.105.2	172.28.105.42	172.28.106.2	172.28.106.49
region-9	branch53	30.12687	-106.36053	-7	99	10	41	48	172.28.108.2	172.28.110.11	172.28.110.2	172.28.110.11	172.28.108.2	172.28.108.42	172.28.109.2	172.28.109.49
region-9	branch54	24.691936	-113.36837	-7	95	9	38	48	172.28.111.2	172.28.113.10	172.28.113.2	172.28.113.10	172.28.111.2	172.28.111.39	172.28.112.2	172.28.112.49
region-9	branch55	26.123169	-118.594246	-7	99	10	38	51	172.28.114.2	172.28.116.11	172.28.116.2	172.28.116.11	172.28.114.2	172.28.114.39	172.28.115.2	172.28.115.52
region-9	branch56	23.246351	-110.15698	-7	95	9	38	48	172.28.117.2	172.28.119.10	172.28.119.2	172.28.119.10	172.28.117.2	172.28.117.39	172.28.118.2	172.28.118.49
region-9	branch57	38.752697	-112.936	-7	97	9	38	50	172.28.120.2	172.28.122.10	172.28.122.2	172.28.122.10	172.28.120.2	172.28.120.39	172.28.121.2	172.28.121.51
region-9	branch58	22.870874	-114.36649	-7	98	9	39	50	172.28.123.2	172.28.125.10	172.28.125.2	172.28.125.10	172.28.123.2	172.28.123.40	172.28.124.2	172.28.124.51
region-9	branch59	38.827827	-117.70875	-7	101	10	40	51	172.28.126.2	172.28.128.11	172.28.128.2	172.28.128.11	172.28.126.2	172.28.126.41	172.28.127.2	172.28.127.52
region-9	branch60	34.776604	-118.15223	-7	96	9	39	48	172.28.129.2	172.28.131.10	172.28.131.2	172.28.131.10	172.28.129.2	172.28.129.40	172.28.130.2	172.28.130.49
region-9	branch61	23.124798	-118.10181	-7	98	10	40	48	172.28.132.2	172.28.134.11	172.28.134.2	172.28.134.11	172.28.132.2	172.28.132.41	172.28.133.2	172.28.133.49
region-9	branch62	29.521965	-115.30103	-7	98	10	38	50	172.28.135.2	172.28.137.11	172.28.137.2	172.28.137.11	172.28.135.2	172.28.135.39	172.28.136.2	172.28.136.51
region-9	branch63	23.229128	-109.17086	-7	98	9	41	48	172.28.138.2	172.28.140.10	172.28.140.2	172.28.140.10	172.28.138.2	172.28.138.42	172.28.139.2	172.28.139.49
region-9	branch64	25.273926	-106.00865	-7	98	10	40	48	172.28.141.2	172.28.143.11	172.28.143.2	172.28.143.11	172.28.141.2	172.28.141.41	172.28.142.2	172.28.142.49
region-9	branch65	33.164753	-107.16052	-7	99	9	40	50	172.28.144.2	172.28.146.10	172.28.146.2	172.28.146.10	172.28.144.2	172.28.144.41	172.28.145.2	172.28.145.51
region-9	branch66	34.313625	-112.6384	-7	98	9	39	50	172.28.147.2	172.28.149.10	172.28.149.2	172.28.149.10	172.28.147.2	172.28.147.40	172.28.148.2	172.28.148.51
region-9	branch67	34.895508	-111.1235	-7	98	10	39	49	172.28.150.2	172.28.152.11	172.28.152.2	172.28.152.11	172.28.150.2	172.28.150.40	172.28.151.2	172.28.151.50
region-9	branch68	34.691605	-112.13137	-7	98	10	38	50	172.28.153.2	172.28.155.11	172.28.155.2	172.28.155.11	172.28.153.2	172.28.153.39	172.28.154.2	172.28.154.51
region-9	branch69	37.09173	-107.0937	-7	99	9	40	50	172.28.156.2	172.28.158.10	172.28.158.2	172.28.158.10	172.28.156.2	172.28.156.41	172.28.157.2	172.28.157.51
region-9	branch70	33.441612	-113.05329	-7	99	9	39	51	172.28.159.2	172.28.161.10	172.28.161.2	172.28.161.10	172.28.159.2	172.28.159.40	172.28.160.2	172.28.160.52
region-9	branch71	38.237926	-117.9166	-7	97	9	39	49	172.28.162.2	172.28.164.10	172.28.164.2	172.28.164.10	172.28.162.2	172.28.162.40	172.28.163.2	172.28.163.50
region-9	branch72	27.222937	-115.139786	-7	98	9	41	48	172.28.165.2	172.28.167.10	172.28.167.2	172.28.167.10	172.28.165.2	172.28.165.42	172.28.166.2	172.28.166.49
region-9	branch73	26.904587	-107.247856	-7	100	9	41	50	172.28.168.2	172.28.170.10	172.28.170.2	172.28.170.10	172.28.168.2	172.28.168.42	172.28.169.2	172.28.169.51
region-9	branch74	31.046158	-108.6414	-7	100	10	39	51	172.28.171.2	172.28.173.11	172.28.173.2	172.28.173.11	172.28.171.2	172.28.171.40	172.28.172.2	172.28.172.52
region-9	branch75	31.335041	-114.2024	-7	100	10	40	50	172.28.174.2	172.28.176.11	172.28.176.2	172.28.176.11	172.28.174.2	172.28.174.41	172.28.175.2	172.28.175.51
region-9	branch76	24.301666	-115.77173	-7	99	10	39	50	172.28.177.2	172.28.179.11	172.28.179.2	172.28.179.11	172.28.177.2	172.28.177.40	172.28.178.2	172.28.178.51
region-9	branch77	37.576767	-113.6691	-7	99	9	40	50	172.28.180.2	172.28.182.10	172.28.182.2	172.28.182.10	172.28.180.2	172.28.180.41	172.28.181.2	172.28.181.51
region-9	branch78	22.417421	-107.12631	-7	99	9	39	51	172.28.183.2	172.28.185.10	172.28.185.2	172.28.185.10	172.28.183.2	172.28.183.40	172.28.184.2	172.28.184.52
region-9	branch79	30.359413	-112.40189	-7	98	10	38	50	172.28.186.2	172.28.188.11	172.28.188.2	172.28.188.11	172.28.186.2	172.28.186.39	172.28.187.2	172.28.187.51
region-9	branch80	36.05406	-114.06699	-7	98	10	38	50	172.28.189.2	172.28.191.11	172.28.191.2	172.28.191.11	172.28.189.2	172.28.189.39	172.28.190.2	172.28.190.51
region-9	branch81	29.956358	-108.65655	-7	99	10	39	50	172.28.192.2	172.28.194.11	172.28.194.2	172.28.194.11	172.28.192.2	172.28.192.40	172.28.193.2	172.28.193.51
region-9	branch82	31.167173	-113.756	-7	99	9	41	49	172.28.195.2	172.28.197.10	172.28.197.2	172.28.197.10	172.28.195.2	172.28.195.42	172.28.196.2	172.28.196.50
region-9	branch83	35.01074	-109.362816	-7	98	10	38	50	172.28.198.2	172.28.200.11	172.28.200.2	172.28.200.11	172.28.198.2	172.28.198.39	172.28.199.2	172.28.199.51
region-9	branch84	36.17539	-114.77561	-7	99	10	38	51	172.28.201.2	172.28.203.11	172.28.203.2	172.28.203.11	172.28.201.2	172.28.201.39	172.28.202.2	172.28.202.52
region-9	branch85	38.23629	-117.60499	-7	99	9	41	49	172.28.204.2	172.28.206.10	172.28.206.2	172.28.206.10	172.28.204.2	172.28.204.42	172.28.205.2	172.28.205.50
region-9	branch86	28.222654	-112.084236	-7	98	10	38	50	172.28.207.2	172.28.209.11	172.28.209.2	172.28.209.11	172.28.207.2	172.28.207.39	172.28.208.2	172.28.208.51
region-9	branch111	29.611801	-118.36979	-7	97	9	40	48	172.29.28.2	172.29.30.10	172.29.30.2	172.29.30.10	172.29.28.2	172.29.28.41	172.29.29.2	172.29.29.49
region-9	branch112	29.40304	-117.39853	-7	99	10	39	50	172.29.31.2	172.29.33.11	172.29.33.2	172.29.33.11	172.29.31.2	172.29.31.40	172.29.32.2	172.29.32.51
region-9	branch113	23.23176	-109.063774	-7	99	10	38	51	172.29.34.2	172.29.36.11	172.29.36.2	172.29.36.11	172.29.34.2	172.29.34.39	172.29.35.2	172.29.35.52
region-9	branch114	37.6447	-107.968605	-7	102	10	41	51	172.29.37.2	172.29.39.11	172.29.39.2	172.29.39.11	172.29.37.2	172.29.37.42	172.29.38.2	172.29.38.52
region-9	branch115	24.284637	-117.64244	-7	99	9	41	49	172.29.40.2	172.29.42.10	172.29.42.2	172.29.42.10	172.29.40.2	172.29.40.42	172.29.41.2	172.29.41.50
region-9	branch116	36.02153	-110.52117	-7	96	10	38	48	172.29.43.2	172.29.45.11	172.29.45.2	172.29.45.11	172.29.43.2	172.29.43.39	172.29.44.2	172.29.44.49
region-9	branch117	37.825394	-115.15256	-7	100	9	41	50	172.29.46.2	172.29.48.10	172.29.48.2	172.29.48.10	172.29.46.2	172.29.46.42	172.29.47.2	172.29.47.51
region-9	branch118	26.656672	-116.361664	-7	99	10	40	49	172.29.49.2	172.29.51.11	172.29.51.2	172.29.51.11	172.29.49.2	172.29.49.41	172.29.50.2	172.29.50.50
region-9	branch119	22.119326	-117.130684	-7	98	9	41	48	172.29.52.2	172.29.54.10	172.29.54.2	172.29.54.10	172.29.52.2	172.29.52.42	172.29.53.2	172.29.53.49
region-9	branch120	32.68812	-114.494225	-7	99	9	40	50	172.29.55.2	172.29.57.10	172.29.57.2	172.29.57.10	172.29.55.2	172.29.55.41	172.29.56.2	172.29.56.51
region-9	branch121	22.498875	-112.233925	-7	98	10	39	49	172.29.58.2	172.29.60.11	172.29.60.2	172.29.60.11	172.29.58.2	172.29.58.40	172.29.59.2	172.29.59.50
region-9	branch122	27.919828	-111.01361	-7	97	9	39	49	172.29.61.2	172.29.63.10	172.29.63.2	172.29.63.10	172.29.61.2	172.29.61.40	172.29.62.2	172.29.62.50
region-9	branch123	31.80399	-108.79999	-7	98	9	40	49	172.29.64.2	172.29.66.10	172.29.66.2	172.29.66.10	172.29.64.2	172.29.64.41	172.29.65.2	172.29.65.50
region-9	branch124	24.276102	-110.96503	-7	97	9	39	49	172.29.67.2	172.29.69.10	172.29.69.2	172.29.69.10	172.29.67.2	172.29.67.40	172.29.68.2	172.29.68.50
region-9	branch125	30.468296	-109.89841	-7	98	10	38	50	172.29.70.2	172.29.72.11	172.29.72.2	172.29.72.11	172.29.70.2	172.29.70.39	172.29.71.2	172.29.71.51
region-9	branch126	26.43148	-107.83625	-7	97	10	39	48	172.29.73.2	172.29.75.11	172.29.75.2	172.29.75.11	172.29.73.2	172.29.73.40	172.29.74.2	172.29.74.49
region-9	branch127	26.09799	-118.030914	-7	98	9	41	48	172.29.76.2	172.29.78.10	172.29.78.2	172.29.78.10	172.29.76.2	172.29.76.42	172.29.77.2	172.29.77.49
region-9	branch128	23.82876	-113.473885	-7	96	9	38	49	172.29.79.2	172.29.81.10	172.29.81.2	172.29.81.10	172.29.79.2	172.29.79.39	172.29.80.2	172.29.80.50
region-9	branch129	27.54995	-105.79676	-7	99	9	40	50	172.29.82.2	172.29.84.10	172.29.84.2	172.29.84.10	172.29.82.2	172.29.82.41	172.29.83.2	172.29.83.51
region-9	branch130	26.819963	-108.404434	-7	97	9	39	49	172.29.85.2	172.29.87.10	172.29.87.2	172.29.87.10	172.29.85.2	172.29.85.40	172.29.86.2	172.29.86.50
region-9	branch131	26.961199	-108.559814	-7	101	10	40	51	172.29.88.2	172.29.90.11	172.29.90.2	172.29.90.11	172.29.88.2	172.29.88.41	172.29.89.2	172.29.89.52
region-9	branch132	23.864933	-115.29354	-7	98	10	40	48	172.29.91.2	172.29.93.11	172.29.93.2	172.29.93.11	172.29.91.2	172.29.91.41	172.29.92.2	172.29.92.49
region-9	branch133	27.986208	-107.43721	-7	101	10	41	50	172.29.94.2	172.29.96.11	172.29.96.2	172.29.96.11	172.29.94.2	172.29.94.42	172.29.95.2	172.29.95.51
region-9	branch134	32.285526	-108.590454	-7	99	9	41	49	172.29.97.2	172.29.99.10	172.29.99.2	172.29.99.10	172.29.97.2	172.29.97.42	172.29.98.2	172.29.98.50
region-9	branch135	29.280489	-107.77518	-7	99	9	41	49	172.29.100.2	172.29.102.10	172.29.102.2	172.29.102.10	172.29.100.2	172.29.100.42	172.29.101.2	172.29.101.50
region-9	branch136	28.630617	-117.28239	-7	100	10	39	51	172.29.103.2	172.29.105.11	172.29.105.2	172.29.105.11	172.29.103.2	172.29.103.40	172.29.104.2	172.29.104.52
region-9	branch137	27.211388	-105.685905	-7	102	10	41	51	172.29.106.2	172.29.108.11	172.29.108.2	172.29.108.11	172.29.106.2	172.29.106.42	172.29.107.2	172.29.107.52
region-9	branch138	33.922062	-107.12243	-7	97	9	39	49	172.29.109.2	172.29.111.10	172.29.111.2	172.29.111.10	172.29.109.2	172.29.109.40	172.29.110.2	172.29.110.50
region-9	branch139	31.619259	-105.18981	-7	98	9	41	48	172.29.112.2	172.29.114.10	172.29.114.2	172.29.114.10	172.29.112.2	172.29.112.42	172.29.113.2	172.29.113.49
region-9	branch140	30.150665	-109.696815	-7	99	10	38	51	172.29.115.2	172.29.117.11	172.29.117.2	172.29.117.11	172.29.115.2	172.29.115.39	172.29.116.2	172.29.116.52
region-9	branch141	37.918068	-111.04099	-7	100	10	39	51	172.29.118.2	172.29.120.11	172.29.120.2	172.29.120.11	172.29.118.2	172.29.118.40	172.29.119.2	172.29.119.52
region-9	branch142	26.913218	-112.26191	-7	96	10	38	48	172.29.121.2	172.29.123.11	172.29.123.2	172.29.123.11	172.29.121.2	172.29.121.39	172.29.122.2	172.29.122.49
region-9	branch143	33.89015	-113.409294	-7	97	10	38	49	172.29.124.2	172.29.126.11	172.29.126.2	172.29.126.11	172.29.124.2	172.29.124.39	172.29.125.2	172.29.125.50
region-9	branch144	27.928036	-116.40793	-7	99	10	38	51	172.29.127.2	172.29.129.11	172.29.129.2	172.29.129.11	172.29.127.2	172.29.127.39	172.29.128.2	172.29.128.52
region-9	branch145	38.994904	-108.25048	-7	102	10	41	51	172.29.130.2	172.29.132.11	172.29.132.2	172.29.132.11	172.29.130.2	172.29.130.42	172.29.131.2	172.29.131.52
region-9	branch146	24.729588	-113.29613	-7	98	10	40	48	172.29.133.2	172.29.135.11	172.29.135.2	172.29.135.11	172.29.133.2	172.29.133.41	172.29.134.2	172.29.134.49
region-9	branch147	31.543352	-105.41695	-7	97	10	39	48	172.29.136.2	172.29.138.11	172.29.138.2	172.29.138.11	172.29.136.2	172.29.136.40	172.29.137.2	172.29.137.49
region-9	branch148	33.843937	-112.46808	-7	98	10	39	49	172.29.139.2	172.29.141.11	172.29.141.2	172.29.141.11	172.29.139.2	172.29.139.40	172.29.140.2	172.29.140.50
region-9	branch149	23.906958	-117.34436	-7	97	10	38	49	172.29.142.2	172.29.144.11	172.29.144.2	172.29.144.11	172.29.142.2	172.29.142.39	172.29.143.2	172.29.143.50
region-9	branch150	26.35071	-106.04003	-7	99	10	39	50	172.29.145.2	172.29.147.11	172.29.147.2	172.29.147.11	172.29.145.2	172.29.145.40	172.29.146.2	172.29.146.51
region-9	branch151	24.604177	-112.49558	-7	101	10	40	51	172.29.148.2	172.29.150.11	172.29.150.2	172.29.150.11	172.29.148.2	172.29.148.41	172.29.149.2	172.29.149.52
region-9	branch152	36.445755	-112.47236	-7	97	10	38	49	172.29.151.2	172.29.153.11	172.29.153.2	172.29.153.11	172.29.151.2	172.29.151.39	172.29.152.2	172.29.152.50
region-9	branch153	30.544874	-111.65115	-7	99	10	40	49	172.29.154.2	172.29.156.11	172.29.156.2	172.29.156.11	172.29.154.2	172.29.154.41	172.29.155.2	172.29.155.50
region-9	branch154	36.40614	-118.04362	-7	96	9	38	49	172.29.157.2	172.29.159.10	172.29.159.2	172.29.159.10	172.29.157.2	172.29.157.39	172.29.158.2	172.29.158.50
region-9	branch155	26.736273	-105.60653	-7	98	10	40	48	172.29.160.2	172.29.162.11	172.29.162.2	172.29.162.11	172.29.160.2	172.29.160.41	172.29.161.2	172.29.161.49
region-9	branch156	23.557255	-107.66051	-7	101	10	40	51	172.29.163.2	172.29.165.11	172.29.165.2	172.29.165.11	172.29.163.2	172.29.163.41	172.29.164.2	172.29.164.52
region-9	branch157	24.175335	-113.869385	-7	98	10	39	49	172.29.166.2	172.29.168.11	172.29.168.2	172.29.168.11	172.29.166.2	172.29.166.40	172.29.167.2	172.29.167.50
region-9	branch158	31.942005	-105.69972	-7	98	10	39	49	172.29.169.2	172.29.171.11	172.29.171.2	172.29.171.11	172.29.169.2	172.29.169.40	172.29.170.2	172.29.170.50
region-9	branch159	37.699417	-105.546005	-7	96	10	38	48	172.29.172.2	172.29.174.11	172.29.174.2	172.29.174.11	172.29.172.2	172.29.172.39	172.29.173.2	172.29.173.49
region-9	branch160	32.413292	-114.20444	-7	100	9	40	51	172.29.175.2	172.29.177.10	172.29.177.2	172.29.177.10	172.29.175.2	172.29.175.41	172.29.176.2	172.29.176.52
region-9	branch161	33.66966	-115.76401	-7	98	10	39	49	172.29.178.2	172.29.180.11	172.29.180.2	172.29.180.11	172.29.178.2	172.29.178.40	172.29.179.2	172.29.179.50
region-9	branch162	37.994003	-109.94766	-7	100	10	41	49	172.29.181.2	172.29.183.11	172.29.183.2	172.29.183.11	172.29.181.2	172.29.181.42	172.29.182.2	172.29.182.50
region-9	branch163	36.02539	-109.69931	-7	97	9	40	48	172.29.184.2	172.29.186.10	172.29.186.2	172.29.186.10	172.29.184.2	172.29.184.41	172.29.185.2	172.29.185.49
region-9	branch164	29.309036	-115.6268	-7	95	9	38	48	172.29.187.2	172.29.189.10	172.29.189.2	172.29.189.10	172.29.187.2	172.29.187.39	172.29.188.2	172.29.188.49
region-9	branch165	36.144203	-107.55845	-7	97	10	38	49	172.29.190.2	172.29.192.11	172.29.192.2	172.29.192.11	172.29.190.2	172.29.190.39	172.29.191.2	172.29.191.50
region-9	branch166	23.647188	-115.767975	-7	100	10	39	51	172.29.193.2	172.29.195.11	172.29.195.2	172.29.195.11	172.29.193.2	172.29.193.40	172.29.194.2	172.29.194.52
region-9	branch167	35.05542	-105.71316	-7	98	9	39	50	172.29.196.2	172.29.198.10	172.29.198.2	172.29.198.10	172.29.196.2	172.29.196.40	172.29.197.2	172.29.197.51
region-9	branch168	33.434746	-112.79581	-7	99	10	39	50	172.29.199.2	172.29.201.11	172.29.201.2	172.29.201.11	172.29.199.2	172.29.199.40	172.29.200.2	172.29.200.51
